system,replicate,delta_q_main
CLM-RAG,383,0.077228
CLM-RAG,384,0.030107
CLM-RAG,385,0.016504
CLM-RAG,386,0.046154
CLM-RAG,387,0.041195
CLM-RAG,388,0.00473
CLM-RAG,389,0.041538
CLM-RAG,390,-0.037723
CLM-RAG,391,-0.006687
CLM-RAG,392,0.014927
CLM-RAG,393,0.02904
CLM-RAG,394,-0.004349
CLM-RAG,395,0.008773
CLM-RAG,396,-0.072256
CLM-RAG,397,-0.002377
CLM-RAG,398,-0.01738
CLM-RAG,399,0.031188
CLM-RAG,400,0.064882
CLM-RAG,401,0.022315
CLM-RAG,402,0.003663
CLM-RAG,403,-0.007769
CLM-RAG,404,0.05569
CLM-RAG,405,0.030731
CLM-RAG,406,0.114252
CLM-RAG,407,0.049231
CLM-RAG,408,-0.033146
CLM-RAG,409,0.041843
CLM-RAG,410,-0.01026
CLM-RAG,411,0.038843
CLM-RAG,412,0.077966
CLM-RAG,413,0.003929
CLM-RAG,414,0.058576
CLM-RAG,415,-0.034647
CLM-RAG,416,-0.070641
CLM-RAG,417,0.048888
CLM-RAG,418,0.099681
CLM-RAG,419,0.034151
CLM-RAG,420,0.012765
CLM-RAG,421,0.011684
CLM-RAG,422,-0.042491
CLM-RAG,423,0.030845
CLM-RAG,424,-0.045644
CLM-RAG,425,0.035537
CLM-RAG,426,-0.021958
CLM-RAG,427,0.125059
CLM-RAG,428,0.024463
CLM-RAG,429,0.034265
CLM-RAG,430,-0.00192
CLM-RAG,431,0.052308
CLM-RAG,432,0.077685
CLM-RAG,433,0.01569
CLM-RAG,434,-0.040634
CLM-RAG,435,0.031532
CLM-RAG,436,0.023039
CLM-RAG,437,0.033808
CLM-RAG,438,0.016885
CLM-RAG,439,0.076147
CLM-RAG,440,0.06885
CLM-RAG,441,-0.013489
CLM-RAG,442,-0.013999
CLM-RAG,443,-0.016681
CLM-RAG,444,-0.038638
CLM-RAG,445,0.035842
CLM-RAG,446,-0.031913
CLM-RAG,447,0.063572
CLM-RAG,448,0.067526
CLM-RAG,449,0.009802
CLM-RAG,450,0.065835
CLM-RAG,451,0.024234
CLM-RAG,452,0.074608
CLM-RAG,453,-0.003153
CLM-RAG,454,0.069217
CLM-RAG,455,-0.005492
CLM-RAG,456,0.037304
CLM-RAG,457,0.020662
CLM-RAG,458,-0.001996
CLM-RAG,459,0.054761
CLM-RAG,460,0.022772
CLM-RAG,461,-0.026954
CLM-RAG,462,0.025696
CLM-RAG,463,0.011493
CLM-RAG,464,0.122758
CLM-RAG,465,0.080305
CLM-RAG,466,0.029688
CLM-RAG,467,0.069536
CLM-RAG,468,0.062225
CLM-RAG,469,0.116871
CLM-RAG,470,-0.023611
CLM-RAG,471,-0.018957
CLM-RAG,472,0.012422
CLM-RAG,473,0.04473
CLM-RAG,474,0.072574
CLM-RAG,475,0.048912
CLM-RAG,476,-0.003267
CLM-RAG,477,0.065925
CLM-RAG,478,0.033656
CLM-RAG,479,0.095828
CLM-RAG,480,-0.048607
CLM-RAG,481,0.105315
CLM-RAG,482,0.014927
CLM-RAG,483,0.019505
CLM-RAG,484,-0.028493
CLM-RAG,485,-0.061372
CLM-RAG,486,-0.007107
CLM-RAG,487,-0.00815
CLM-RAG,488,0.058295
CLM-RAG,489,0.062834
CLM-RAG,490,0.043496
CLM-RAG,491,0.006778
CLM-RAG,492,-0.000953
CLM-RAG,493,0.043229
CLM-RAG,494,-0.028073
CLM-RAG,495,0.043649
CLM-RAG,496,0.029969
CLM-RAG,497,0.088593
CLM-RAG,498,-0.000152
CLM-RAG,499,0.069078
CLM-RAG,500,-0.036528
Merge-RAG,1,0.152585
Merge-RAG,2,0.066253
Merge-RAG,3,-0.006541
Merge-RAG,4,0.055413
Merge-RAG,5,0.086445
Merge-RAG,6,0.005572
Merge-RAG,7,0.132128
Merge-RAG,8,0.062024
Merge-RAG,9,0.135052
Merge-RAG,10,0.03569
Merge-RAG,11,0.11217
Merge-RAG,12,0.077062
Merge-RAG,13,0.1377
Merge-RAG,14,0.090021
Merge-RAG,15,0.019071
Merge-RAG,16,0.038338
Merge-RAG,17,0.068026
Merge-RAG,18,0.056604
Merge-RAG,19,0.062453
Merge-RAG,20,0.009536
Merge-RAG,21,0.110784
Merge-RAG,22,0.137547
Merge-RAG,23,0.102634
Merge-RAG,24,0.072794
Merge-RAG,25,0.043258
Merge-RAG,26,0.040028
Merge-RAG,27,0.079834
Merge-RAG,28,0.049993
Merge-RAG,29,0.128317
Merge-RAG,30,0.032031
Merge-RAG,31,0.063052
Merge-RAG,32,0.057256
Merge-RAG,33,0.014498
Merge-RAG,34,-0.021344
Merge-RAG,35,0.010687
Merge-RAG,36,0.012378
Merge-RAG,37,0.192308
Merge-RAG,38,0.087749
Merge-RAG,39,0.06452
Merge-RAG,40,0.028912
Merge-RAG,41,0.067554
Merge-RAG,42,0.036299
Merge-RAG,43,0.14474
Merge-RAG,44,0.026916
Merge-RAG,45,0.040762
Merge-RAG,46,0.111823
Merge-RAG,47,0.067444
Merge-RAG,48,0.022109
Merge-RAG,49,0.017493
Merge-RAG,50,-0.005073
Merge-RAG,51,0.18111
Merge-RAG,52,0.004105
Merge-RAG,53,0.070369
Merge-RAG,54,0.004076
Merge-RAG,55,-0.022964
Merge-RAG,56,0.049107
Merge-RAG,57,0.128317
Merge-RAG,58,0.007416
Merge-RAG,59,0.065172
Merge-RAG,60,0.102787
Merge-RAG,61,0.032988
Merge-RAG,62,0.004034
Merge-RAG,63,0.074942
Merge-RAG,64,0.080943
Merge-RAG,65,-0.062411
Merge-RAG,66,0.148622
Merge-RAG,67,0.092475
Merge-RAG,68,0.047292
Merge-RAG,69,0.124588
Merge-RAG,70,0.073098
Merge-RAG,71,0.059447
Merge-RAG,72,0.06122
Merge-RAG,73,0.026377
Merge-RAG,74,0.154276
Merge-RAG,75,0.119238
Merge-RAG,76,0.125669
Merge-RAG,77,0.062939
Merge-RAG,78,0.132974
Merge-RAG,79,0.076299
Merge-RAG,80,0.061719
Merge-RAG,81,0.065835
Merge-RAG,82,0.047374
Merge-RAG,83,-0.015037
Merge-RAG,84,0.11497
Merge-RAG,85,-0.020263
Merge-RAG,86,0.083825
Merge-RAG,87,0.005533
Merge-RAG,88,0.057685
Merge-RAG,89,0.077866
Merge-RAG,90,0.100514
Merge-RAG,91,0.164116
Merge-RAG,92,0.048912
Merge-RAG,93,0.100596
Merge-RAG,94,0.036065
Merge-RAG,95,0.072294
Merge-RAG,96,0.062024
Merge-RAG,97,0.078671
Merge-RAG,98,0.043258
Merge-RAG,99,0.079058
Merge-RAG,100,0.141511
Merge-RAG,101,0.110284
Merge-RAG,102,0.024768
Merge-RAG,103,0.100901
Merge-RAG,104,0.031297
Merge-RAG,105,0.175191
Merge-RAG,106,0.015261
Merge-RAG,107,0.093251
Merge-RAG,108,0.064672
Merge-RAG,109,0.139238
Merge-RAG,110,0.010259
Merge-RAG,111,0.098671
Merge-RAG,112,0.101248
Merge-RAG,113,0.086821
Merge-RAG,114,0.056023
Merge-RAG,115,0.018185
Merge-RAG,116,0.041485
Merge-RAG,117,0.035842
Merge-RAG,118,-0.00704
Merge-RAG,119,0.109245
Merge-RAG,120,0.089717
Merge-RAG,121,-0.008884
Merge-RAG,122,-0.001273
Merge-RAG,123,0.016189
Merge-RAG,124,0.074484
Merge-RAG,125,0.156314
Merge-RAG,126,0.089093
Merge-RAG,127,0.095676
Merge-RAG,128,0.063633
Merge-RAG,129,0.049107
Merge-RAG,130,-0.09379
Merge-RAG,131,0.02883
Merge-RAG,132,-0.0325
Merge-RAG,133,0.025725
Merge-RAG,134,0.06614
Merge-RAG,135,0.062482
Merge-RAG,136,0.129051
Merge-RAG,137,0.111478
Merge-RAG,138,0.045683
Merge-RAG,139,0.07648
Merge-RAG,140,0.044796
Merge-RAG,141,-0.020539
Merge-RAG,142,0.044644
Merge-RAG,143,0.102634
Merge-RAG,144,0.159196
Merge-RAG,145,0.112751
Merge-RAG,146,0.090755
Merge-RAG,147,0.115704
Merge-RAG,148,0.005268
Merge-RAG,149,0.08894
Merge-RAG,150,0.070674
Merge-RAG,151,0.060833
Merge-RAG,152,0.046487
Merge-RAG,153,0.046182
Merge-RAG,154,0.10452
Merge-RAG,155,0.054832
Merge-RAG,156,-0.052805
Merge-RAG,157,0.106597
Merge-RAG,158,-0.022535
Merge-RAG,159,0.025225
Merge-RAG,160,0.07368
Merge-RAG,161,0.083591
Merge-RAG,162,0.087983
Merge-RAG,163,-0.074414
Merge-RAG,164,0.109245
Merge-RAG,165,0.030645
Merge-RAG,166,0.015374
Merge-RAG,167,0.096938
Merge-RAG,168,-0.026112
Merge-RAG,169,0.040805
Merge-RAG,170,0.027763
Merge-RAG,171,0.003148
Merge-RAG,172,0.099904
Merge-RAG,173,0.159238
Merge-RAG,174,0.056604
Merge-RAG,175,0.064297
Merge-RAG,176,0.030298
Merge-RAG,177,0.096438
Merge-RAG,178,0.038642
Merge-RAG,179,0.034098
Merge-RAG,180,0.039986
Merge-RAG,181,0.067249
Merge-RAG,182,0.044144
Merge-RAG,183,0.013389
Merge-RAG,184,0.061719
Merge-RAG,185,0.02111
Merge-RAG,186,-0.029064
Merge-RAG,187,-0.02435
Merge-RAG,188,0.130589
Merge-RAG,189,0.070298
Merge-RAG,190,0.042524
Merge-RAG,191,0.009536
Merge-RAG,192,0.057632
Merge-RAG,193,0.037838
Merge-RAG,194,0.068483
Merge-RAG,195,0.141511
Merge-RAG,196,0.057561
Merge-RAG,197,-0.000276
Merge-RAG,198,0.033875
Merge-RAG,199,0.082024
Merge-RAG,200,0.089217
Merge-RAG,201,0.033265
Merge-RAG,202,0.117547
Merge-RAG,203,0.056299
Merge-RAG,204,0.079252
Merge-RAG,205,0.034027
Merge-RAG,206,-0.068717
Merge-RAG,207,0.09921
Merge-RAG,208,-0.02503
Merge-RAG,209,0.180887
Merge-RAG,210,-0.003311
Merge-RAG,211,0.04603
Merge-RAG,212,0.076175
Merge-RAG,213,0.042829
Merge-RAG,214,0.009606
Merge-RAG,215,0.082329
Merge-RAG,216,-0.001386
Merge-RAG,217,0.083368
Merge-RAG,218,-0.049798
Merge-RAG,219,0.079628
Merge-RAG,220,0.07921
Merge-RAG,221,0.110631
Merge-RAG,222,0.117519
Merge-RAG,223,0.008844
Merge-RAG,224,0.029412
Merge-RAG,225,0.031297
Merge-RAG,226,0.1149
Merge-RAG,227,0.094942
Merge-RAG,228,0.1577
Merge-RAG,229,0.043757
Merge-RAG,230,0.096051
Merge-RAG,231,0.047416
Merge-RAG,232,0.09709
Merge-RAG,233,0.06614
Merge-RAG,234,0.03034
Merge-RAG,235,0.05095
Merge-RAG,236,0.090744
Merge-RAG,237,0.044644
Merge-RAG,238,0.06614
Merge-RAG,239,0.016384
Merge-RAG,240,-0.041149
Merge-RAG,241,0.014608
Merge-RAG,242,-0.001386
Merge-RAG,243,0.088136
Merge-RAG,244,0.075981
Merge-RAG,245,0.067526
Merge-RAG,246,0.039681
Merge-RAG,247,0.016647
Merge-RAG,248,0.007611
Merge-RAG,249,0.084602
Merge-RAG,250,-0.052071
Merge-RAG,251,0.00208
Merge-RAG,252,0.113403
Merge-RAG,253,0.037062
Merge-RAG,254,0.052336
Merge-RAG,255,0.117976
Merge-RAG,256,0.025725
Merge-RAG,257,0.028068
Merge-RAG,258,-0.03351
Merge-RAG,259,0.026225
Merge-RAG,260,0.053945
Merge-RAG,261,0.043992
Merge-RAG,262,-0.011695
Merge-RAG,263,0.152656
Merge-RAG,264,0.066945
Merge-RAG,265,0.009911
Merge-RAG,266,0.06341
Merge-RAG,267,0.148622
Merge-RAG,268,-0.019887
Merge-RAG,269,-0.034761
Merge-RAG,270,-0.044155
Merge-RAG,271,0.098629
Merge-RAG,272,0.100596
Merge-RAG,273,0.042301
Merge-RAG,274,0.068983
Merge-RAG,275,0.10183
Merge-RAG,276,0.075371
Merge-RAG,277,0.029606
Merge-RAG,278,0.138005
Merge-RAG,279,0.060028
Merge-RAG,280,-0.009536
Merge-RAG,281,0.124435
Merge-RAG,282,0.111131
Merge-RAG,283,0.035261
Merge-RAG,284,0.055566
Merge-RAG,285,0.025572
Merge-RAG,286,0.094818
Merge-RAG,287,0.071103
Merge-RAG,288,0.025296
Merge-RAG,289,0.037798
Merge-RAG,290,0.023577
Merge-RAG,291,0.003729
Merge-RAG,292,0.020528
Merge-RAG,293,-0.095633
Merge-RAG,294,0.043839
Merge-RAG,295,0.014151
Merge-RAG,296,0.039571
Merge-RAG,297,0.145892
Merge-RAG,298,0.120596
Merge-RAG,299,0.057561
Merge-RAG,300,0.100596
Merge-RAG,301,0.102482
Merge-RAG,302,0.009688
Merge-RAG,303,0.04876
Merge-RAG,304,0.059752
Merge-RAG,305,0.107207
Merge-RAG,306,0.07587
Merge-RAG,307,0.125545
Merge-RAG,308,0.005186
Merge-RAG,309,0.064754
Merge-RAG,310,0.171546
Merge-RAG,311,0.066487
Merge-RAG,312,0.07156
Merge-RAG,313,0.051836
Merge-RAG,314,0.16585
Merge-RAG,315,0.102329
Merge-RAG,316,0.01788
Merge-RAG,317,0.048302
Merge-RAG,318,0.072141
Merge-RAG,319,0.029107
Merge-RAG,320,0.087249
Merge-RAG,321,0.055331
Merge-RAG,322,0.035413
Merge-RAG,323,0.09921
Merge-RAG,324,-0.020539
Merge-RAG,325,0.044796
Merge-RAG,326,0.067221
Merge-RAG,327,0.023534
Merge-RAG,328,0.01576
Merge-RAG,329,0.092322
Merge-RAG,330,0.041843
Merge-RAG,331,0.100819
Merge-RAG,332,0.059142
Merge-RAG,333,0.042871
Merge-RAG,334,0.065683
Merge-RAG,335,0.116856
Merge-RAG,336,0.103244
Merge-RAG,337,0.012988
Merge-RAG,338,-0.076867
Merge-RAG,339,0.100596
Merge-RAG,340,0.005268
Merge-RAG,341,0.0791
Merge-RAG,342,0.098171
Merge-RAG,343,0.054304
Merge-RAG,344,0.002109
Merge-RAG,345,0.056675
Merge-RAG,346,0.084367
Merge-RAG,347,0.05587
Merge-RAG,348,0.128359
Merge-RAG,349,0.043687
Merge-RAG,350,-0.083216
Merge-RAG,351,0.071684
Merge-RAG,352,0.065835
Merge-RAG,353,0.07921
Merge-RAG,354,0.064825
Merge-RAG,355,0.102134
Merge-RAG,356,0.074637
Merge-RAG,357,0.052559
Merge-RAG,358,0.110132
Merge-RAG,359,0.145697
Merge-RAG,360,-0.064836
Merge-RAG,361,0.120514
Merge-RAG,362,0.009883
Merge-RAG,363,0.110202
Merge-RAG,364,0.037604
Merge-RAG,365,0.084906
Merge-RAG,366,0.072904
Merge-RAG,367,0.019766
Merge-RAG,368,0.0949
Merge-RAG,369,0.026377
Merge-RAG,370,0.057022
Merge-RAG,371,0.015303
Merge-RAG,372,0.052407
Merge-RAG,373,0.035385
Merge-RAG,374,0.082676
Merge-RAG,375,0.229494
Merge-RAG,376,0.007582
Merge-RAG,377,0.068983
Merge-RAG,378,0.039376
Merge-RAG,379,0.189037
Merge-RAG,380,0.025877
Merge-RAG,381,0.010617
Merge-RAG,382,0.092751
Merge-RAG,383,0.064949
Merge-RAG,384,0.046682
Merge-RAG,385,0.043534
Merge-RAG,386,-0.00162
Merge-RAG,387,0.107859
Merge-RAG,388,0.132627
Merge-RAG,389,0.059518
Merge-RAG,390,0.094484
Merge-RAG,391,0.031379
Merge-RAG,392,0.044491
Merge-RAG,393,0.198267
Merge-RAG,394,0.136009
Merge-RAG,395,0.112751
Merge-RAG,396,0.062606
Merge-RAG,397,0.015955
Merge-RAG,398,0.046182
Merge-RAG,399,0.089827
Merge-RAG,400,0.099362
Merge-RAG,401,0.142897
Merge-RAG,402,0.11436
Merge-RAG,403,-0.045459
Merge-RAG,404,0.108593
Merge-RAG,405,0.101705
Merge-RAG,406,0.065559
Merge-RAG,407,0.150313
Merge-RAG,408,0.108359
Merge-RAG,409,-0.018919
Merge-RAG,410,0.154276
Merge-RAG,411,0.060943
Merge-RAG,412,0.067873
Merge-RAG,413,0.112475
Merge-RAG,414,-0.062493
Merge-RAG,415,0.022301
Merge-RAG,416,0.045296
Merge-RAG,417,0.047069
Merge-RAG,418,0.0786
Merge-RAG,419,0.00262
Merge-RAG,420,0.196119
Merge-RAG,421,0.067831
Merge-RAG,422,0.169813
Merge-RAG,423,0.169731
Merge-RAG,424,-0.03792
Merge-RAG,425,0.052613
Merge-RAG,426,0.088593
Merge-RAG,427,0.008954
Merge-RAG,428,0.077561
Merge-RAG,429,0.0228
Merge-RAG,430,0.078753
Merge-RAG,431,0.087097
Merge-RAG,432,0.086597
Merge-RAG,433,0.025796
Merge-RAG,434,0.078448
Merge-RAG,435,0.004534
Merge-RAG,436,0.061638
Merge-RAG,437,0.091365
Merge-RAG,438,0.039865
Merge-RAG,439,0.081096
Merge-RAG,440,-0.052457
Merge-RAG,441,0.067873
Merge-RAG,442,0.02111
Merge-RAG,443,0.128164
Merge-RAG,444,0.000723
Merge-RAG,445,-0.029188
Merge-RAG,446,0.028302
Merge-RAG,447,0.091213
Merge-RAG,448,0.018766
Merge-RAG,449,0.065835
Merge-RAG,450,-0.044531
Merge-RAG,451,0.037838
Merge-RAG,452,0.065906
Merge-RAG,453,0.002414
Merge-RAG,454,0.057866
Merge-RAG,455,0.148927
Merge-RAG,456,0.072641
Merge-RAG,457,0.083673
Merge-RAG,458,-0.001273
Merge-RAG,459,-0.022148
Merge-RAG,460,0.019724
Merge-RAG,461,0.132128
Merge-RAG,462,0.032031
Merge-RAG,463,0.122134
Merge-RAG,464,-0.065846
Merge-RAG,465,0.087125
Merge-RAG,466,-0.004116
Merge-RAG,467,0.039071
Merge-RAG,468,0.063063
Merge-RAG,469,0.153666
Merge-RAG,470,0.196424
Merge-RAG,471,0.061567
Merge-RAG,472,0.152585
Merge-RAG,473,0.062758
Merge-RAG,474,0.150118
Merge-RAG,475,0.053598
Merge-RAG,476,0.042371
Merge-RAG,477,0.092751
Merge-RAG,478,0.120015
Merge-RAG,479,0.067221
Merge-RAG,480,0.017299
Merge-RAG,481,0.02822
Merge-RAG,482,0.068749
Merge-RAG,483,0.089288
Merge-RAG,484,-0.007802
Merge-RAG,485,0.062453
Merge-RAG,486,0.070603
Merge-RAG,487,0.108136
Merge-RAG,488,0.149356
Merge-RAG,489,0.017493
Merge-RAG,490,0.021762
Merge-RAG,491,0.067678
Merge-RAG,492,0.122967
Merge-RAG,493,0.040762
Merge-RAG,494,0.07418
Merge-RAG,495,0.077132
Merge-RAG,496,0.069511
Merge-RAG,497,0.085059
Merge-RAG,498,0.117824
Merge-RAG,499,0.106126
Merge-RAG,500,0.049869
